transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud,customer_id,transaction_date,transaction_timestamp,merchant_id,device_id,account_balance,amount_zscore_client,hours_since_last_txn,is_new_merchant_for_client,is_new_device_for_client,is_unusual_hour_for_client,amount_pct_of_balance,risky_combo_flag
4160,150.14,0,Travel,0,0,33,0,20,0,CUST_00299,2026-01-02,2026-01-02 00:00:00,Travel_M36,DEV_77,7643.28,-0.1245030258726092,-1.0,1,1,0,0.019643399168943174,0
4882,113.95,1,Grocery,0,0,72,2,58,0,CUST_00162,2026-01-02,2026-01-02 01:00:00,Grocery_M8,DEV_646,1399.13,-0.4806158126514157,-1.0,1,1,0,0.08144346844110269,0
5118,118.41,1,Travel,0,0,77,4,59,0,CUST_00550,2026-01-02,2026-01-02 01:00:00,Travel_M27,DEV_545,764.45,-0.246665159106098,-1.0,1,1,1,0.15489567663025702,0
624,119.28,1,Grocery,0,0,77,1,18,0,CUST_00287,2026-01-02,2026-01-02 01:00:00,Grocery_M33,DEV_56,25611.29,-0.28940852539811035,-1.0,1,1,1,0.004657321048646905,0
5289,18.31,1,Clothing,0,0,33,2,53,0,CUST_00099,2026-01-02,2026-01-02 01:00:00,Clothing_M24,DEV_412,3258.19,-0.8652752604304094,-1.0,1,1,1,0.00561968454878322,0
8125,59.96,2,Electronics,0,0,36,0,44,0,CUST_00472,2026-01-02,2026-01-02 02:00:00,Electronics_M20,DEV_250,47937.16,-0.7996827706104054,-1.0,1,1,1,0.0012508041778027735,0
2063,295.56,2,Clothing,0,0,71,1,65,0,CUST_00323,2026-01-02,2026-01-02 02:00:00,Clothing_M2,DEV_578,648.5,0.32265839182663353,-1.0,1,1,0,0.45575944487278336,0
1873,126.89,2,Food,1,0,69,0,54,0,CUST_00460,2026-01-02,2026-01-02 02:00:00,Food_M5,DEV_701,3473.72,-0.4304694124030331,-1.0,1,1,1,0.03652856303904748,0
2047,12.61,3,Food,0,0,32,2,28,0,CUST_00513,2026-01-02,2026-01-02 03:00:00,Food_M33,DEV_59,1277.3,-0.931079885882194,22.0,1,1,1,0.009872387066468332,0
2427,22.22,3,Grocery,0,0,28,4,45,0,CUST_00246,2026-01-02,2026-01-02 03:00:00,Grocery_M24,DEV_310,2749.38,-0.8151200438426801,-1.0,1,1,0,0.008081822083524285,0
916,103.13,3,Food,0,1,45,0,32,0,CUST_00182,2026-01-02,2026-01-02 03:00:00,Food_M28,DEV_678,16473.7,-0.3302628474768727,21.0,1,1,1,0.006260281539666256,0
3837,485.36,4,Food,0,0,78,1,49,0,CUST_00513,2026-01-02,2026-01-02 04:00:00,Food_M22,DEV_300,1277.3,1.6562580251979495,1.0,1,1,0,0.3799890393799421,0
424,122.77,4,Electronics,0,0,89,3,35,0,CUST_00270,2026-01-02,2026-01-02 04:00:00,Electronics_M24,DEV_121,2167.3,-0.19700589491390716,-1.0,1,1,0,0.05664651870991556,0
8214,146.88,5,Travel,0,0,48,3,33,0,CUST_00587,2026-01-02,2026-01-02 05:00:00,Travel_M20,DEV_572,9945.17,0.18866586534354676,-1.0,1,1,0,0.01476897830806311,0
7557,37.63,5,Travel,0,0,87,3,57,0,CUST_00590,2026-01-02,2026-01-02 05:00:00,Travel_M18,DEV_259,20717.04,-0.8852144872809316,-1.0,1,1,1,0.0018163791738588138,0
1711,29.68,5,Clothing,0,0,68,1,44,0,CUST_00173,2026-01-02,2026-01-02 05:00:00,Clothing_M6,DEV_572,4162.15,-0.9229164232977053,-1.0,1,1,0,0.007130929928041998,0
874,94.59,5,Travel,0,0,80,5,22,0,CUST_00322,2026-01-02,2026-01-02 05:00:00,Travel_M25,DEV_541,36255.67,-0.2845873133369681,-1.0,1,1,1,0.002608971231258449,0
1347,76.42,5,Food,0,0,50,5,27,0,CUST_00389,2026-01-02,2026-01-02 05:00:00,Food_M2,DEV_742,2393.26,-0.5852759191655698,-1.0,1,1,0,0.03193134051461187,0
9244,219.09,6,Electronics,0,0,50,2,21,0,CUST_00387,2026-01-02,2026-01-02 06:00:00,Electronics_M7,DEV_299,10202.93,0.386323506903244,-1.0,1,1,1,0.021473243470258054,0
2638,257.66,6,Food,0,0,35,0,22,0,CUST_00356,2026-01-02,2026-01-02 06:00:00,Food_M3,DEV_723,3325.92,0.5068194595082423,30.0,1,1,1,0.07747029393370858,0
7162,95.26,6,Travel,0,0,53,1,68,0,CUST_00289,2026-01-02,2026-01-02 06:00:00,Travel_M9,DEV_43,2195.37,-0.6052443549277278,-1.0,1,1,1,0.04339131900317487,0
2627,16.84,6,Travel,0,0,72,6,52,0,CUST_00553,2026-01-02,2026-01-02 06:00:00,Travel_M39,DEV_400,857.93,-0.8137961295943777,-1.0,1,1,1,0.019628641031319574,0
981,73.23,7,Travel,0,0,90,0,45,0,CUST_00512,2026-01-02,2026-01-02 07:00:00,Travel_M4,DEV_678,32580.51,-0.5496144975260089,-1.0,1,1,1,0.0022476627898089995,0
5222,115.75,7,Food,0,0,92,1,32,0,CUST_00063,2026-01-02,2026-01-02 07:00:00,Food_M16,DEV_437,3915.84,-0.3145554101057543,27.0,1,1,1,0.02955943041595162,0
6961,136.42,7,Electronics,0,0,66,3,42,0,CUST_00002,2026-01-02,2026-01-02 07:00:00,Electronics_M15,DEV_150,84317.08,-0.08366381847585097,-1.0,1,1,0,0.0016179402797155686,0
4351,276.18,8,Food,0,0,93,4,66,0,CUST_00153,2026-01-02,2026-01-02 08:00:00,Food_M15,DEV_218,4908.52,0.9577499083663245,-1.0,1,1,1,0.05626543235028073,0
6915,62.12,8,Travel,0,0,72,3,32,0,CUST_00249,2026-01-02,2026-01-02 08:00:00,Travel_M34,DEV_214,4305.79,-0.5171729139544634,-1.0,1,1,0,0.014427085389672975,0
5098,54.79,8,Food,0,0,99,2,51,0,CUST_00354,2026-01-02,2026-01-02 08:00:00,Food_M2,DEV_420,21721.34,-0.7891080643634727,13.0,1,1,0,0.0025224042347295333,0
6996,156.04,8,Electronics,0,0,82,0,53,0,CUST_00553,2026-01-02,2026-01-02 08:00:00,Electronics_M20,DEV_39,857.93,-0.1275831418908415,2.0,1,1,0,0.18187964053011318,0
3191,66.22,9,Electronics,0,1,63,1,23,0,CUST_00007,2026-01-02,2026-01-02 09:00:00,Electronics_M21,DEV_29,3884.7,-0.5619721669075238,-1.0,1,1,1,0.01704636136638608,0
274,440.03,10,Food,0,0,70,2,33,0,CUST_00090,2026-01-02,2026-01-02 10:00:00,Food_M25,DEV_254,2009.25,0.9399091106618367,-1.0,1,1,0,0.2190021152171208,0
6506,296.7,10,Electronics,0,0,97,1,48,0,CUST_00412,2026-01-02,2026-01-02 10:00:00,Electronics_M4,DEV_790,2547.27,1.1123690293089723,30.0,1,1,1,0.116477640768352,0
327,145.48,10,Grocery,0,0,68,2,31,0,CUST_00176,2026-01-02,2026-01-02 10:00:00,Grocery_M23,DEV_217,1588.1,-0.014239104436367911,-1.0,1,1,1,0.09160632202002393,0
7538,77.81,10,Clothing,0,0,59,1,33,0,CUST_00347,2026-01-02,2026-01-02 10:00:00,Clothing_M22,DEV_369,1393.09,-0.6281191471324813,-1.0,1,1,1,0.055854252058373834,0
5827,182.55,10,Travel,0,0,59,3,68,0,CUST_00338,2026-01-02,2026-01-02 10:00:00,Travel_M9,DEV_796,4947.99,0.021228688677412306,27.0,1,1,1,0.036893768984981784,0
4437,77.52,11,Clothing,0,0,92,2,39,0,CUST_00150,2026-01-02,2026-01-02 11:00:00,Clothing_M11,DEV_195,10996.18,-0.5583560990349723,14.0,1,1,1,0.00704972090307725,0
6406,395.03,11,Grocery,0,0,76,1,31,0,CUST_00356,2026-01-02,2026-01-02 11:00:00,Grocery_M2,DEV_438,3325.92,1.3294398254280013,5.0,1,1,1,0.11877315148891132,0
6738,0.69,11,Food,0,0,36,4,41,0,CUST_00106,2026-01-02,2026-01-02 11:00:00,Food_M6,DEV_125,2777.87,-0.7557114879107862,-1.0,1,1,0,0.00024839175339378734,0
479,627.04,12,Clothing,0,0,26,2,34,0,CUST_00189,2026-01-02,2026-01-02 12:00:00,Clothing_M20,DEV_5,53189.41,1.555221813959917,-1.0,1,1,0,0.011788812848271863,0
6558,9.79,13,Clothing,0,0,61,2,32,0,CUST_00353,2026-01-02,2026-01-02 13:00:00,Clothing_M30,DEV_436,3137.75,-0.9011932418351876,15.0,1,1,1,0.0031200701139351443,0
6036,48.38,13,Electronics,0,0,74,1,22,0,CUST_00207,2026-01-02,2026-01-02 13:00:00,Electronics_M16,DEV_275,4702.76,-0.9899982169906124,-1.0,1,1,0,0.010287575806547645,0
7338,56.28,14,Travel,0,0,36,2,36,0,CUST_00388,2026-01-02,2026-01-02 14:00:00,Travel_M19,DEV_28,19841.03,-0.7071067811865476,-1.0,1,1,0,0.0028365462881715315,0
3423,258.62,14,Grocery,0,0,27,2,31,0,CUST_00209,2026-01-02,2026-01-02 14:00:00,Grocery_M18,DEV_131,15189.98,0.7060665390998342,-1.0,1,1,1,0.017025697203024628,0
370,12.94,14,Clothing,0,0,76,2,54,0,CUST_00322,2026-01-02,2026-01-02 14:00:00,Clothing_M35,DEV_744,36255.67,-0.7966730503974444,9.0,1,1,0,0.0003569096916427141,0
4464,26.15,14,Travel,0,0,70,0,67,0,CUST_00102,2026-01-02,2026-01-02 14:00:00,Travel_M5,DEV_465,4272.39,-0.8741133028735195,-1.0,1,1,1,0.006120695910251639,0
7808,347.05,14,Electronics,0,0,83,2,45,0,CUST_00513,2026-01-02,2026-01-02 14:00:00,Electronics_M21,DEV_617,1277.3,0.8992940770615251,10.0,1,1,0,0.2717059422218743,0
1925,284.55,15,Electronics,0,0,69,3,51,0,CUST_00005,2026-01-02,2026-01-02 15:00:00,Electronics_M30,DEV_54,439.77,0.22343047222803855,-1.0,1,1,0,0.6470427723582782,0
6988,114.52,15,Grocery,0,0,52,1,32,0,CUST_00596,2026-01-02,2026-01-02 15:00:00,Grocery_M38,DEV_502,6972.97,-0.22395075603684939,-1.0,1,1,0,0.016423417854945596,0
7260,105.81,15,Grocery,0,0,71,6,59,0,CUST_00063,2026-01-02,2026-01-02 15:00:00,Grocery_M35,DEV_217,3915.84,-0.37555133485717984,8.0,1,1,1,0.027021022309389554,0
7136,241.46,15,Grocery,0,0,88,4,27,0,CUST_00495,2026-01-02,2026-01-02 15:00:00,Grocery_M33,DEV_259,24900.61,0.5157137198811149,-1.0,1,1,1,0.00969695119918749,0
3359,310.5,15,Food,0,1,25,0,53,0,CUST_00347,2026-01-02,2026-01-02 15:00:00,Food_M2,DEV_117,1393.09,0.6664506472214465,5.0,1,1,1,0.22288581498682786,0
4535,145.8,15,Electronics,0,0,85,2,33,0,CUST_00552,2026-01-02,2026-01-02 15:00:00,Electronics_M16,DEV_136,1562.14,-0.043912193035177925,-1.0,1,1,1,0.09333350403933066,0
7072,101.95,17,Food,0,0,83,2,63,0,CUST_00512,2026-01-02,2026-01-02 17:00:00,Food_M17,DEV_314,32580.51,-0.2894956725011949,10.0,1,1,0,0.0031291713972555987,0
4950,335.63,17,Food,0,0,54,2,38,0,CUST_00123,2026-01-02,2026-01-02 17:00:00,Food_M21,DEV_286,14198.91,1.209659335870063,-1.0,1,1,0,0.02363772993842485,0
7472,7.04,18,Clothing,0,0,76,2,67,0,CUST_00498,2026-01-02,2026-01-02 18:00:00,Clothing_M20,DEV_716,10662.82,-0.8838222501817851,-1.0,1,1,0,0.0006602380983642226,0
8622,35.72,18,Electronics,0,0,67,2,50,0,CUST_00200,2026-01-02,2026-01-02 18:00:00,Electronics_M22,DEV_61,8910.73,-0.6079141601408121,-1.0,1,1,0,0.004008650245266101,0
9239,123.41,18,Clothing,1,0,87,3,49,0,CUST_00235,2026-01-02,2026-01-02 18:00:00,Clothing_M8,DEV_726,3263.93,-0.34209501165490336,-1.0,1,1,1,0.03781024715603582,0
9904,147.12,18,Food,0,0,30,4,60,0,CUST_00412,2026-01-02,2026-01-02 18:00:00,Food_M6,DEV_421,2547.27,0.010795330630647951,8.0,1,1,0,0.05775595048816969,0
2978,2.07,19,Clothing,0,0,43,1,22,0,CUST_00219,2026-01-02,2026-01-02 19:00:00,Clothing_M33,DEV_399,11826.97,-0.8902461240583549,-1.0,1,1,0,0.00017502369584094658,0
9626,72.17,19,Electronics,0,0,51,3,24,0,CUST_00262,2026-01-02,2026-01-02 19:00:00,Electronics_M16,DEV_108,800.55,-0.9260384180704505,-1.0,1,1,1,0.09015052151645744,0
6524,37.24,19,Clothing,0,0,43,2,28,0,CUST_00153,2026-01-02,2026-01-02 19:00:00,Clothing_M12,DEV_416,4908.52,-0.8128194102057185,11.0,1,1,1,0.0075868082436253695,0
9849,160.97,19,Grocery,0,0,44,0,60,0,CUST_00007,2026-01-02,2026-01-02 19:00:00,Grocery_M25,DEV_665,3884.7,-0.011772090857205207,10.0,1,1,0,0.0414369191958195,0
8200,12.27,20,Food,0,0,88,3,35,0,CUST_00590,2026-01-02,2026-01-02 20:00:00,Food_M19,DEV_511,20717.04,-1.0489765089197107,15.0,1,1,1,0.0005922660766209844,0
8946,359.03,20,Travel,0,0,99,2,19,0,CUST_00418,2026-01-02,2026-01-02 20:00:00,Travel_M24,DEV_170,1072.52,0.9200206955631366,36.0,1,1,1,0.334753664267333,0
1898,37.49,20,Electronics,0,0,88,0,56,0,CUST_00284,2026-01-02,2026-01-02 20:00:00,Electronics_M4,DEV_180,76583.23,-1.003659537005344,-1.0,1,1,0,0.000489532760631799,0
5483,106.41,21,Food,0,0,52,5,24,0,CUST_00054,2026-01-02,2026-01-02 21:00:00,Food_M8,DEV_758,5963.18,-0.43434317467032924,-1.0,1,1,0,0.01784450578382675,0
451,270.22,21,Travel,0,0,70,3,54,0,CUST_00211,2026-01-02,2026-01-02 21:00:00,Travel_M29,DEV_7,3433.68,0.6684762809789928,-1.0,1,1,0,0.0786969082733394,0
3314,1.51,21,Travel,0,0,78,0,48,0,CUST_00504,2026-01-02,2026-01-02 21:00:00,Travel_M29,DEV_105,1194.65,-0.8308775352296878,-1.0,1,1,1,0.0012639685263466287,0
8772,54.99,21,Electronics,0,0,64,0,40,0,CUST_00345,2026-01-02,2026-01-02 21:00:00,Electronics_M38,DEV_435,2110.69,-0.7848255386090313,-1.0,1,1,1,0.026053091643017213,0
9049,550.85,22,Travel,0,0,86,0,19,0,CUST_00174,2026-01-02,2026-01-02 22:00:00,Travel_M17,DEV_34,1875.59,1.9729485411207257,-1.0,1,1,0,0.2936942508757245,0
4571,124.79,22,Food,0,1,29,3,65,0,CUST_00045,2026-01-02,2026-01-02 22:00:00,Food_M0,DEV_420,4777.86,-0.3989331119914642,-1.0,1,1,0,0.026118387730071625,0
621,36.72,23,Electronics,0,1,55,0,46,0,CUST_00138,2026-01-02,2026-01-02 23:00:00,Electronics_M37,DEV_158,5592.23,-0.5382161312642981,-1.0,1,1,0,0.006566253533921173,0
9456,53.29,0,Grocery,0,0,33,5,58,1,CUST_00067,2026-01-03,2026-01-03 00:00:00,Grocery_M6,DEV_488,6974.31,-0.5909822644310094,-1.0,1,1,0,0.007640899243079243,0
8571,89.91,0,Electronics,0,0,56,1,39,0,CUST_00452,2026-01-03,2026-01-03 00:00:00,Electronics_M35,DEV_565,5626.77,-0.4986499615180184,38.0,1,1,0,0.01597897195015968,0
5438,331.7,0,Clothing,0,0,58,1,41,0,CUST_00353,2026-01-03,2026-01-03 00:00:00,Clothing_M14,DEV_108,3137.75,0.913737808912675,11.0,1,1,0,0.1057126922157597,0
